Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Nature],[Reporting Type],[Sex],[Type of occupation],[Units]
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","217.4","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","276.7","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","276.4","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","206.1","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","225.7","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","432.2","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","193.0","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","236.5","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","334.6","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","177.9","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","197.3","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2014","338.6","2014","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: September | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","347.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","250.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","214.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","329.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","320.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","244.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","301.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","277.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","214.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","173.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","207.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","241.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","211.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","257.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","266.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","372.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","227.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","263.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","306.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","240.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","216.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","200.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","240.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","253.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","209.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","217.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","288.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","375.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","482.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","204.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","233.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","FEMALE","isco08-0","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","286.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","578","Norway","2018","440.0","2018","","","","","ES - Structure of Earnings Survey","","Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees | Local currency: NOR - Norwegian krone(NOK)","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","148.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","BOTHSEX","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","75.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","BOTHSEX","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","110.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","BOTHSEX","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","109.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","BOTHSEX","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","66.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","28.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","50.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","113.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-3","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","36.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-9","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","30.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","39.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","65.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-7","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","55.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-8","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","53.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-5","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","60.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-6","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","109.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-4","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","162.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-2","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","235.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","MALE","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","234.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","BOTHSEX","isco08-1","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","66.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08","CUR_LCU"
"8","8.5","8.5.1","SL_EMP_EARN","Average hourly earnings of employees by sex and occupation (local currency)","586","Pakistan","2016","244.0","2016","","","","","LFS - Labour Force Survey","","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Local currency: PAK - Pakistani rupee(PKR) | Working time arrangement coverage: Full-time and part time workers","","C","G","FEMALE","isco08-1","CUR_LCU"
