Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Education level],[Nature],[Reporting Type],[Sex],[Units]
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","28","Antigua and Barbuda","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","28","Antigua and Barbuda","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","28","Antigua and Barbuda","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2015","96.21709","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2015","97.56187","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2015","97.78602","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2016","97.75837","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2016","97.55524","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2016","96.18671","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2017","96.46062","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2017","97.65042","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2017","97.67138","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2018","97.71116","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2018","97.55075","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2018","96.64378","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2019","96.55483","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2019","97.54971","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","30","Eastern Asia","2019","97.66084","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2016","100","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2017","100","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2018","100","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","31","Azerbaijan","2019","100","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","C","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2015","93.83846","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2015","82.87454","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2015","93.49286","2015","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2016","81.87745","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2016","93.90187","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2016","93.39964","2016","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2017","92.65264","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2017","78.8501","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2017","91.93875","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2018","92.7009","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2018","80.59929","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2018","93.11486","2018","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2019","92.21695","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","UPPSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2019","78.26692","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","PRIMAR","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","34","Southern Asia","2019","91.17111","2019","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
"4","4.a","4.a.1","SE_ACS_SANIT","Proportion of schools with access to access to single-sex basic sanitation, by education level (%)","35","South-Eastern Asia","2017","73.15051","2017","","","","","UNESCO Institute for Statistics.  Data extracted on 13 April 2021.","","","LOWSEC","E","G","","PERCENT"
